gene symbol,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:High,Proteomics-DB:High,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
WNT11,0.067551806,No data,No data,No data,No data,No data,No data,0.337759029,Wnt family member 11,TRUE,,,,,,
SIX1,0.067551806,No data,No data,No data,No data,No data,No data,0.337759029,SIX homeobox 1,TRUE,,,,,,
SIX2,0.067551806,No data,No data,No data,No data,No data,No data,0.337759029,SIX homeobox 2,TRUE,,,,,,
IGF2BP1,0.067551806,No data,No data,No data,No data,No data,No data,0.337759029,insulin like growth factor 2 mRNA binding protein 1,TRUE,,,,,,
RIT1,0.067507456,No data,No data,No data,No data,0.018478993,No data,0.332917533,Ras like without CAAX 1,TRUE,,,,,,
UQCRB,0.067507456,No data,No data,No data,No data,0.018478993,No data,0.332917533,ubiquinol-cytochrome c reductase binding protein,TRUE,,,,,,
DISC1,0.067507456,No data,No data,No data,No data,0.018478993,No data,0.332917533,DISC1 scaffold protein,TRUE,,,,,,
SLC7A7,0.06743354,No data,No data,No data,No data,No data,No data,0.337167701,solute carrier family 7 member 7,TRUE,,,,,,
SLC16A10,0.06743354,No data,No data,No data,No data,No data,No data,0.337167701,solute carrier family 16 member 10,TRUE,,,,,,
SLC6A19,0.06743354,No data,No data,No data,No data,No data,No data,0.337167701,solute carrier family 6 member 19,TRUE,,,,,,
MOCS1,0.06743354,No data,No data,No data,No data,No data,No data,0.337167701,molybdenum cofactor synthesis 1,TRUE,,,,,,
SLC23A1,0.06743354,No data,No data,No data,No data,No data,No data,0.337167701,solute carrier family 23 member 1,TRUE,,,,,,
PRDX2,0.067323077,No data,No data,No data,No data,0.013756583,No data,0.333176239,peroxiredoxin 2,TRUE,,,,,,
CYB561A3,0.067322666,No data,No data,No data,No data,0.014783194,No data,0.332917533,cytochrome b561 family member A3,TRUE,,,,,,
KLF5,0.067315275,No data,No data,No data,No data,0.011087396,No data,0.333804525,Kruppel like factor 5,TRUE,,,,,,
POLR1C,0.067276469,No data,No data,No data,No data,0.013859245,No data,0.332917533,RNA polymerase I and III subunit C,TRUE,,,,,,
FGL1,0.067233967,No data,No data,No data,No data,No data,No data,0.336169836,fibrinogen like 1,TRUE,,,,,,
RETNLB,0.067233967,No data,No data,No data,No data,No data,No data,0.336169836,resistin like beta,TRUE,,,,,,
RCC1,0.067137876,No data,No data,No data,No data,0.011087396,No data,0.332917533,regulator of chromosome condensation 1,TRUE,,,,,,
KAT8,0.067137876,No data,No data,No data,No data,0.011087396,No data,0.332917533,lysine acetyltransferase 8,TRUE,,,,,,
ITGA11,0.06710831,No data,No data,No data,No data,No data,No data,0.33554155,integrin subunit alpha 11,TRUE,,,,,,
TCIRG1,0.06710831,No data,No data,No data,No data,No data,No data,0.33554155,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",TRUE,,,,,,
ENAM,0.06710831,No data,No data,No data,No data,No data,No data,0.33554155,enamelin,TRUE,,,,,,
OTUD7A,0.06710831,No data,No data,No data,No data,No data,No data,0.33554155,OTU deubiquitinase 7A,TRUE,,,,,,
LCAT,0.067004828,No data,No data,No data,No data,0.007391597,No data,0.333176239,lecithin-cholesterol acyltransferase,TRUE,,,,,,
SLC4A1,0.067004828,No data,No data,No data,No data,0.007391597,No data,0.333176239,solute carrier family 4 member 1 (Diego blood group),TRUE,,,,,,
CYFIP1,0.066965182,No data,No data,No data,No data,0.334825908,No data,No data,cytoplasmic FMR1 interacting protein 1,TRUE,,,,,,
SORD,0.066953086,No data,No data,No data,No data,0.007391597,No data,0.332917533,sorbitol dehydrogenase,TRUE,,,,,,
CYP7A1,0.066953086,No data,No data,No data,No data,0.007391597,No data,0.332917533,cytochrome P450 family 7 subfamily A member 1,TRUE,,,,,,
DDX25,0.066879171,No data,No data,No data,No data,No data,No data,0.334395853,DEAD-box helicase 25,TRUE,,,,,,
ACSBG1,0.066879171,No data,No data,No data,No data,No data,No data,0.334395853,acyl-CoA synthetase bubblegum family member 1,TRUE,,,,,,
SULT1E1,0.066879171,No data,No data,No data,No data,No data,No data,0.334395853,sulfotransferase family 1E member 1,TRUE,,,,,,
RC3H1,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,ring finger and CCCH-type domains 1,TRUE,,,,,,
CLDN15,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,claudin 15,TRUE,,,,,,
EHF,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,ETS homologous factor,TRUE,,,,,,
E2F4,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,E2F transcription factor 4,TRUE,,,,,,
SAV1,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,salvador family WW domain containing protein 1,TRUE,,,,,,
MCM2,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,minichromosome maintenance complex component 2,TRUE,,,,,,
FOXL1,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,forkhead box L1,TRUE,,,,,,
MAN2C1,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,mannosidase alpha class 2C member 1,TRUE,,,,,,
RUNX1T1,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,RUNX1 partner transcriptional co-repressor 1,TRUE,,,,,,
NKX2-3,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,NK2 homeobox 3,TRUE,,,,,,
AP1M2,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,adaptor related protein complex 1 subunit mu 2,TRUE,,,,,,
TNS3,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,tensin 3,TRUE,,,,,,
SLC22A4,0.066760905,No data,No data,No data,No data,No data,No data,0.333804525,solute carrier family 22 member 4,TRUE,,,,,,
PRKAA1,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,protein kinase AMP-activated catalytic subunit alpha 1,TRUE,,,,,,
HLA-DQB2,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,"major histocompatibility complex, class II, DQ beta 2",TRUE,,,,,,
CD47,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,CD47 molecule,TRUE,,,,,,
NMNAT3,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,nicotinamide nucleotide adenylyltransferase 3,TRUE,,,,,,
EPB41,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,erythrocyte membrane protein band 4.1,TRUE,,,,,,
PRKAG1,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,protein kinase AMP-activated non-catalytic subunit gamma 1,TRUE,,,,,,
ADD1,0.066635248,No data,No data,No data,No data,No data,No data,0.333176239,adducin 1,TRUE,,,,,,
UGT1A8,0.06658463,0.06658463,No data,No data,No data,No data,No data,No data,UDP glucuronosyltransferase family 1 member A8,TRUE,,,,,,
KLK13,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,kallikrein related peptidase 13,TRUE,,,,,,
KLK13,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,kallikrein related peptidase 13,TRUE,,,,,,
ADAMTSL4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ADAMTS like 4,TRUE,,,,,,
ADAMTSL4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ADAMTS like 4,TRUE,,,,,,
MFSD1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,major facilitator superfamily domain containing 1,TRUE,,,,,,
MFSD1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,major facilitator superfamily domain containing 1,TRUE,,,,,,
PGBD1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,piggyBac transposable element derived 1,TRUE,,,,,,
PGBD1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,piggyBac transposable element derived 1,TRUE,,,,,,
RCN1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,reticulocalbin 1,TRUE,,,,,,
RCN1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,reticulocalbin 1,TRUE,,,,,,
FAM216A,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,family with sequence similarity 216 member A,TRUE,,,,,,
FAM216A,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,family with sequence similarity 216 member A,TRUE,,,,,,
SOWAHA,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,sosondowah ankyrin repeat domain family member A,TRUE,,,,,,
SOWAHA,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,sosondowah ankyrin repeat domain family member A,TRUE,,,,,,
CEP135,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,centrosomal protein 135,TRUE,,,,,,
CEP135,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,centrosomal protein 135,TRUE,,,,,,
ZFP91-CNTF,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ZFP91-CNTF readthrough (NMD candidate),TRUE,,,,,,
ZFP91-CNTF,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ZFP91-CNTF readthrough (NMD candidate),TRUE,,,,,,
ST20-MTHFS,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ST20-MTHFS readthrough,TRUE,,,,,,
ST20-MTHFS,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ST20-MTHFS readthrough,TRUE,,,,,,
MAST3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,microtubule associated serine/threonine kinase 3,TRUE,,,,,,
MAST3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,microtubule associated serine/threonine kinase 3,TRUE,,,,,,
NAT1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,N-acetyltransferase 1,TRUE,,,,,,
NAT1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,N-acetyltransferase 1,TRUE,,,,,,
HMCN1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,hemicentin 1,TRUE,,,,,,
HMCN1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,hemicentin 1,TRUE,,,,,,
ERLIN1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ER lipid raft associated 1,TRUE,,,,,,
ERLIN1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ER lipid raft associated 1,TRUE,,,,,,
SLC36A1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,solute carrier family 36 member 1,TRUE,,,,,,
SLC36A1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,solute carrier family 36 member 1,TRUE,,,,,,
CDK5RAP3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,CDK5 regulatory subunit associated protein 3,TRUE,,,,,,
CDK5RAP3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,CDK5 regulatory subunit associated protein 3,TRUE,,,,,,
SPRED2,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,sprouty related EVH1 domain containing 2,TRUE,,,,,,
SCAMP2,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,secretory carrier membrane protein 2,TRUE,,,,,,
SCAMP2,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,secretory carrier membrane protein 2,TRUE,,,,,,
ZFP91,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",TRUE,,,,,,
MAF,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,MAF bZIP transcription factor,TRUE,,,,,,
MAF,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,MAF bZIP transcription factor,TRUE,,,,,,
PDHX,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,pyruvate dehydrogenase complex component X,TRUE,,,,,,
PDHX,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,pyruvate dehydrogenase complex component X,TRUE,,,,,,
HIPK4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,homeodomain interacting protein kinase 4,TRUE,,,,,,
HIPK4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,homeodomain interacting protein kinase 4,TRUE,,,,,,
USP42,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ubiquitin specific peptidase 42,TRUE,,,,,,
DYNC1LI1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,dynein cytoplasmic 1 light intermediate chain 1,TRUE,,,,,,
DYNC1LI1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,dynein cytoplasmic 1 light intermediate chain 1,TRUE,,,,,,
MLLT6,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,"MLLT6, PHD finger containing",TRUE,,,,,,
MLLT6,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,"MLLT6, PHD finger containing",TRUE,,,,,,
CAPN12,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,calpain 12,TRUE,,,,,,
CAPN12,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,calpain 12,TRUE,,,,,,
APOC4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,apolipoprotein C4,TRUE,,,,,,
APOC4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,apolipoprotein C4,TRUE,,,,,,
TBCE,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,tubulin folding cofactor E,TRUE,,,,,,
TBCE,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,tubulin folding cofactor E,TRUE,,,,,,
HERC1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,TRUE,,,,,,
SERPINB2,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,serpin family B member 2,TRUE,,,,,,
MRGPRX1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,MAS related GPR family member X1,TRUE,,,,,,
RNF135,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ring finger protein 135,TRUE,,,,,,
RNF135,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ring finger protein 135,TRUE,,,,,,
CDK13,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,cyclin dependent kinase 13,TRUE,,,,,,
ST6GALNAC3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",TRUE,,,,,,
MRGPRX4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,MAS related GPR family member X4,TRUE,,,,,,
MRGPRX4,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,MAS related GPR family member X4,TRUE,,,,,,
BZW1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,basic leucine zipper and W2 domains 1,TRUE,,,,,,
COL16A1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,collagen type XVI alpha 1 chain,TRUE,,,,,,
UGGT1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,UDP-glucose glycoprotein glucosyltransferase 1,TRUE,,,,,,
ADAMTS14,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ADAM metallopeptidase with thrombospondin type 1 motif 14,TRUE,,,,,,
MIR204,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,microRNA 204,TRUE,,,,,,
GPR161,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,G protein-coupled receptor 161,TRUE,,,,,,
PUDP,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,pseudouridine 5'-phosphatase,TRUE,,,,,,
SUPT7L,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,"SPT7 like, STAGA complex subunit gamma",TRUE,,,,,,
PRR5-ARHGAP8,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,PRR5-ARHGAP8 readthrough,TRUE,,,,,,
GALK2,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,galactokinase 2,TRUE,,,,,,
HACD3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,3-hydroxyacyl-CoA dehydratase 3,TRUE,,,,,,
CCDC25,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,coiled-coil domain containing 25,TRUE,,,,,,
TMEM225,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,transmembrane protein 225,TRUE,,,,,,
ZNF182,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,zinc finger protein 182,TRUE,,,,,,
TPK1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,thiamin pyrophosphokinase 1,TRUE,,,,,,
REV3L,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,"REV3 like, DNA directed polymerase zeta catalytic subunit",TRUE,,,,,,
USP53,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,ubiquitin specific peptidase 53,TRUE,,,,,,
MSH3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,mutS homolog 3,TRUE,,,,,,
TMEM104,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,transmembrane protein 104,TRUE,,,,,,
NELL1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,neural EGFL like 1,TRUE,,,,,,
ULK3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,unc-51 like kinase 3,TRUE,,,,,,
ALDH1L1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,aldehyde dehydrogenase 1 family member L1,TRUE,,,,,,
SIVA1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,SIVA1 apoptosis inducing factor,TRUE,,,,,,
ARHGAP8,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,Rho GTPase activating protein 8,TRUE,,,,,,
CDC14A,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,cell division cycle 14A,TRUE,,,,,,
CDK2AP2,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,cyclin dependent kinase 2 associated protein 2,TRUE,,,,,,
KNL1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,kinetochore scaffold 1,TRUE,,,,,,
GDE1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,glycerophosphodiester phosphodiesterase 1,TRUE,,,,,,
PCBD1,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,pterin-4 alpha-carbinolamine dehydratase 1,TRUE,,,,,,
SPRYD3,0.066583507,No data,No data,No data,No data,No data,No data,0.332917533,SPRY domain containing 3,TRUE,,,,,,
