,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
2548,SIVA1,ENSG00000184990,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,SIVA1 apoptosis inducing factor,True,,,,,,
2549,ARHGAP8,ENSG00000241484,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,Rho GTPase activating protein 8,True,,,,,,
2550,CDC14A,ENSG00000079335,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cell division cycle 14A,True,,,,,,
2551,CDK2AP2,ENSG00000167797,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cyclin dependent kinase 2 associated protein 2,True,,,,,,
2552,KNL1,ENSG00000137812,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,kinetochore scaffold 1,True,,,,,,
2553,GDE1,ENSG00000006007,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,glycerophosphodiester phosphodiesterase 1,True,,,,,,
2554,PCBD1,ENSG00000166228,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,pterin-4 alpha-carbinolamine dehydratase 1,True,,,,,,
2555,SPRYD3,ENSG00000167778,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,SPRY domain containing 3,True,,,,,,
2556,AGBL1,ENSG00000273540,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,AGBL carboxypeptidase 1,True,,,,,,
2557,CSTF3,ENSG00000176102,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cleavage stimulation factor subunit 3,True,,,,,,
2558,CPSF7,ENSG00000149532,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cleavage and polyadenylation specific factor 7,True,,,,,,
2559,TBC1D8,ENSG00000204634,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,TBC1 domain family member 8,True,,,,,,
2560,MRGPRX3,ENSG00000179826,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAS related GPR family member X3,True,,,,,,
2561,DNASE2B,ENSG00000137976,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,deoxyribonuclease 2 beta,True,,,,,,
2562,EPPIN,ENSG00000249139,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,epididymal peptidase inhibitor,True,,,,,,
2563,GPSM2,ENSG00000121957,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,G protein signaling modulator 2,True,,,,,,
2564,NR1D2,ENSG00000174738,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,nuclear receptor subfamily 1 group D member 2,True,,,,,,
2565,MIPOL1,ENSG00000151338,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,mirror-image polydactyly 1,True,,,,,,
2566,NANS,ENSG00000095380,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,N-acetylneuraminate synthase,True,,,,,,
2567,SPNS2,ENSG00000183018,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,sphingolipid transporter 2,True,,,,,,
2568,MYO15A,ENSG00000091536,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,myosin XVA,True,,,,,,
2569,DSG1,ENSG00000134760,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,desmoglein 1,True,,,,,,
2570,PHF20L1,ENSG00000129292,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,PHD finger protein 20 like 1,True,,,,,,
2571,CIB3,ENSG00000141977,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,calcium and integrin binding family member 3,True,,,,,,
2572,TEX2,ENSG00000136478,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,testis expressed 2,True,,,,,,
2573,GOT2,ENSG00000125166,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,glutamic-oxaloacetic transaminase 2,True,,,,,,
2574,ACTG2,ENSG00000163017,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"actin gamma 2, smooth muscle",True,,,,,,
2575,TGFA,ENSG00000163235,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,transforming growth factor alpha,True,,,,,,
2576,ARIH1,ENSG00000166233,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ariadne RBR E3 ubiquitin protein ligase 1,True,,,,,,
2577,PHRF1,ENSG00000070047,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,PHD and ring finger domains 1,True,,,,,,
2578,GRM6,ENSG00000113262,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,glutamate metabotropic receptor 6,True,,,,,,
2579,RBM25,ENSG00000119707,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,RNA binding motif protein 25,True,,,,,,
2580,SELENOF,ENSG00000183291,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,selenoprotein F,True,,,,,,
2581,CDC14B,ENSG00000081377,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cell division cycle 14B,True,,,,,,
2582,ATG4B,ENSG00000168397,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,autophagy related 4B cysteine peptidase,True,,,,,,
2583,VPS13B,ENSG00000132549,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,vacuolar protein sorting 13 homolog B,True,,,,,,
2584,RAB35,ENSG00000111737,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"RAB35, member RAS oncogene family",True,,,,,,
2585,RNF157,ENSG00000141576,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ring finger protein 157,True,,,,,,
2586,TPM2,ENSG00000198467,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,tropomyosin 2,True,,,,,,
2587,TRMT10A,ENSG00000145331,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,tRNA methyltransferase 10A,True,,,,,,
2588,COX20,ENSG00000203667,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cytochrome c oxidase assembly factor COX20,True,,,,,,
2589,PRPF40A,ENSG00000196504,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,pre-mRNA processing factor 40 homolog A,True,,,,,,
2590,PRC1,ENSG00000198901,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,protein regulator of cytokinesis 1,True,,,,,,
2591,PRMT3,ENSG00000185238,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,protein arginine methyltransferase 3,True,,,,,,
2592,SIPA1L3,ENSG00000105738,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,signal induced proliferation associated 1 like 3,True,,,,,,
2593,XBP1,ENSG00000100219,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,X-box binding protein 1,True,,,,,,
2594,GGPS1,ENSG00000152904,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,geranylgeranyl diphosphate synthase 1,True,,,,,,
2595,P2RX7,ENSG00000089041,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,purinergic receptor P2X 7,True,,,,,,
2596,NAT2,ENSG00000156006,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,N-acetyltransferase 2,True,,,,,,
2597,PTPRK,ENSG00000152894,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,protein tyrosine phosphatase receptor type K,True,,,,,,
2598,NAALADL2,ENSG00000177694,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,N-acetylated alpha-linked acidic dipeptidase like 2,True,,,,,,
2599,ANGPTL1,ENSG00000116194,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,angiopoietin like 1,True,,,,,,
2600,C9orf50,ENSG00000179058,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,chromosome 9 open reading frame 50,True,,,,,,
2601,FYB1,ENSG00000082074,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,FYN binding protein 1,True,,,,,,
2602,MRGPRX2,ENSG00000183695,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAS related GPR family member X2,True,,,,,,
2603,CTPS1,ENSG00000171793,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,CTP synthase 1,True,,,,,,
2604,CYB5R3,ENSG00000100243,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cytochrome b5 reductase 3,True,,,,,,
2605,FAM162A,ENSG00000114023,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,family with sequence similarity 162 member A,True,,,,,,
2606,GDI2,ENSG00000057608,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,GDP dissociation inhibitor 2,True,,,,,,
2607,KIAA1109,ENSG00000138688,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,KIAA1109,True,,,,,,
2608,EPHA2,ENSG00000142627,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,EPH receptor A2,True,,,,,,
2609,APOC4-APOC2,ENSG00000224916,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,APOC4-APOC2 readthrough (NMD candidate),True,,,,,,
2610,FOXR1,ENSG00000176302,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,forkhead box R1,True,,,,,,
2611,REPS2,ENSG00000169891,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,RALBP1 associated Eps domain containing 2,True,,,,,,
2612,EPC2,ENSG00000135999,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,enhancer of polycomb homolog 2,True,,,,,,
2613,SLC30A2,ENSG00000158014,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,solute carrier family 30 member 2,True,,,,,,
2614,VPS4A,ENSG00000132612,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,vacuolar protein sorting 4 homolog A,True,,,,,,
2615,EDAR,ENSG00000135960,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ectodysplasin A receptor,True,,,,,,
2616,SLC2A5,ENSG00000142583,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,solute carrier family 2 member 5,True,,,,,,
2617,CDC14C,ENSG00000218305,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cell division cycle 14C,True,,,,,,
2618,MAU2,ENSG00000129933,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAU2 sister chromatid cohesion factor,True,,,,,,
2619,DOCK5,ENSG00000147459,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,dedicator of cytokinesis 5,True,,,,,,
2620,DSTN,ENSG00000125868,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"destrin, actin depolymerizing factor",True,,,,,,
2621,OPLAH,ENSG00000178814,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"5-oxoprolinase, ATP-hydrolysing",True,,,,,,
2622,FAN1,ENSG00000198690,0.0665243738432463,No data,No data,No data,No data,No data,No data,0.3326218692162316,FANCD2 and FANCI associated nuclease 1,True,,,,,,
2623,SELENOP,ENSG00000250722,0.0665243738432463,No data,No data,No data,No data,No data,No data,0.3326218692162316,selenoprotein P,True,,,,,,
2624,DEGS1,ENSG00000143753,0.0665243738432463,No data,No data,No data,No data,No data,No data,0.3326218692162316,"delta 4-desaturase, sphingolipid 1",True,,,,,,
2625,OXT,ENSG00000101405,0.0600118568257203,No data,No data,No data,No data,0.3000592841286016,No data,No data,oxytocin/neurophysin I prepropeptide,True,,,,,,
2626,CCK,ENSG00000187094,0.0596606465070855,No data,No data,No data,No data,0.29830323253542795,No data,No data,cholecystokinin,True,,,,,,
2627,NIPA2,ENSG00000140157,0.0577443884287867,No data,No data,No data,No data,0.28872194214393376,No data,No data,NIPA magnesium transporter 2,True,,,,,,
2628,SNORD116,ENSG00000206609,0.0570727615337237,No data,No data,No data,No data,0.2853638076686185,No data,No data,Small nucleolar RNA SNORD116,True,,,,,,
2629,SNORD116,ENSG00000207197,0.0570727615337237,No data,No data,No data,No data,0.2853638076686185,No data,No data,Small nucleolar RNA SNORD116,True,,,,,,
2630,SNORD116,ENSG00000278715,0.0570727615337237,No data,No data,No data,No data,0.2853638076686185,No data,No data,Small nucleolar RNA SNORD116,True,,,,,,
2631,HBG2,ENSG00000196565,0.0557914603757545,0.053371841599347936,No data,No data,No data,0.04839237552813187,No data,No data,hemoglobin subunit gamma 2,True,,,,,,
2632,HBE1,ENSG00000213931,0.0557165129040903,0.053371841599347936,No data,No data,No data,0.046893426094847854,No data,No data,hemoglobin subunit epsilon 1,True,,,,,,
2633,TIMP1,ENSG00000102265,0.055321587159187,No data,No data,No data,No data,0.2766079357959352,No data,No data,TIMP metallopeptidase inhibitor 1,True,,,,,,
2634,SRSF1,ENSG00000136450,0.0546978184933358,No data,No data,No data,No data,0.2734890924666793,No data,No data,serine and arginine rich splicing factor 1,True,,,,,,
2635,OR51B5,ENSG00000167355,0.0533718415993479,0.053371841599347936,No data,No data,No data,No data,No data,No data,olfactory receptor family 51 subfamily B member 5,True,,,,,,
2636,H19,ENSG00000130600,0.0514588617113074,No data,No data,No data,No data,0.2572943085565372,No data,No data,H19 imprinted maternally expressed transcript,True,,,,,,
2637,ANGPTL8,ENSG00000130173,0.0510020199464888,No data,No data,No data,No data,0.2550100997324442,No data,No data,angiopoietin like 8,True,,,,,,
2638,FAP,ENSG00000078098,0.0509814877323396,No data,No data,No data,No data,0.25490743866169846,No data,No data,fibroblast activation protein alpha,True,,,,,,
2639,NPY,ENSG00000122585,0.0504433375019924,No data,No data,No data,No data,0.2522166875099624,No data,No data,neuropeptide Y,True,,,,,,
2640,STAT5A,ENSG00000126561,0.0494929022065263,No data,No data,No data,No data,0.24746451103263156,No data,No data,signal transducer and activator of transcription 5A,True,,,,,,
2641,GSTM1,ENSG00000134184,0.0486164176582824,No data,No data,No data,No data,0.24308208829141234,No data,No data,glutathione S-transferase mu 1,True,,,,,,
2642,OR51I2,ENSG00000187918,0.0484662427079992,0.0484662427079992,No data,No data,No data,No data,No data,No data,olfactory receptor family 51 subfamily I member 2,True,,,,,,
2643,ROMO1,ENSG00000125995,0.0480453811090112,No data,No data,No data,No data,0.24022690554505616,No data,No data,reactive oxygen species modulator 1,True,,,,,,
2644,BIRC5,ENSG00000089685,0.0471932942218215,No data,No data,No data,No data,0.2359664711091075,No data,No data,baculoviral IAP repeat containing 5,True,,,,,,
2645,THBS1,ENSG00000137801,0.0471479997720519,No data,No data,No data,No data,0.2357399988602595,No data,No data,thrombospondin 1,True,,,,,,
2646,PPIA,ENSG00000196262,0.0461974818355877,No data,No data,0.04619748183558772,No data,No data,No data,No data,peptidylprolyl isomerase A,True,,,,,,
2647,EDNRA,ENSG00000151617,0.0454211074880729,No data,No data,0.03695798546847018,No data,0.16926244039205612,No data,No data,endothelin receptor type A,True,CTB,F,—,,Y,True
2648,SNORD115,ENSG00000200503,0.0447141662375873,No data,No data,No data,No data,0.22357083118793666,No data,No data,Small nucleolar RNA SNORD115,True,,,,,,
2649,SNORD115,ENSG00000200987,0.0447141662375873,No data,No data,No data,No data,0.22357083118793666,No data,No data,Small nucleolar RNA SNORD115,True,,,,,,
2650,SERPINE1,ENSG00000106366,0.0434589285763273,No data,No data,No data,No data,0.21729464288163655,No data,No data,serpin family E member 1,True,,,,,,
2651,ERBB2,ENSG00000141736,0.0428252211784786,No data,No data,No data,No data,0.21412610589239336,No data,No data,erb-b2 receptor tyrosine kinase 2,True,,,,,,
2652,GIP,ENSG00000173918,0.0424312577942091,No data,No data,No data,No data,0.21215628897104563,No data,No data,gastric inhibitory polypeptide,True,,,,,,
2653,FBN3,ENSG00000142449,0.042132103434056,No data,No data,No data,No data,0.21066051717027998,No data,No data,fibrillin 3,True,,,,,,
2654,ABL1,ENSG00000097007,0.0415777336520289,No data,No data,0.04157773365202895,No data,No data,No data,No data,"ABL proto-oncogene 1, non-receptor tyrosine kinase",True,,,,,,
